year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2014,6,17,1456,66,1651,51,WN,N283WN,799,PDX,LAS,101,763,14,56
2014,7,27,1354,-1,1720,-10,WN,N8627B,4658,PDX,DEN,127,991,13,54
2014,7,6,1340,-5,1625,-2,AS,N589AS,123,SEA,FAI,198,1533,13,40
2014,8,27,1255,-10,1435,-12,AS,N525AS,400,PDX,SFO,84,550,12,55
2014,10,17,2,3,548,-19,UA,N69813,1144,PDX,IAH,211,1825,0,2
2014,2,9,NA,NA,NA,NA,OO,N297SW,5342,SEA,PDX,NA,129,NA,NA
2014,11,27,944,-6,1211,-29,OO,N218AG,3492,PDX,SLC,76,630,9,44
2014,8,31,1026,17,1241,2,OO,N161PQ,4684,SEA,LAS,111,867,10,26
2014,12,28,2354,-1,714,-14,DL,N651DL,929,SEA,ATL,239,2182,23,54
2014,8,17,1832,12,2024,-1,WN,N7751A,2586,SEA,SJC,102,697,18,32
2014,2,19,2003,63,2142,42,AS,N713AS,379,PDX,SFO,81,550,20,3
2014,1,15,1305,0,1839,-14,AS,N317AS,664,SEA,DFW,196,1660,13,5
2014,6,28,2249,55,646,44,UA,N34460,1251,PDX,EWR,277,2434,22,49
2014,10,10,2351,1,528,-5,AS,N402AS,660,SEA,DFW,195,1660,23,51
2014,7,31,1030,-5,1610,-15,WN,N243WN,4461,PDX,AUS,205,1715,10,30
2014,6,4,1408,-10,1634,-15,B6,N571JB,407,SEA,LGB,128,965,14,8
2014,12,12,1345,-5,1622,4,AS,N626AS,512,SEA,SNA,136,978,13,45
2014,7,8,923,3,1155,0,AS,N319AS,462,SEA,LAX,124,954,9,23
2014,1,16,1421,1,1745,-5,WN,N770SA,2137,SEA,DEN,126,1024,14,21
2014,9,3,1148,8,1350,0,WN,N8313F,571,PDX,LAS,107,763,11,48
2014,8,6,1948,-7,2029,-6,OO,N569SW,5331,PDX,EUG,29,106,19,48
2014,11,18,816,1,1556,-12,UA,N855UA,250,PDX,IAD,258,2327,8,16
2014,12,1,753,-7,1044,5,OO,N219AG,3472,SEA,LGB,141,965,7,53
2014,10,7,1843,-2,2004,-6,WN,N946WN,4455,PDX,SMF,67,479,18,43
2014,12,12,1617,-13,1833,-9,AS,N619AS,588,PDX,PSP,121,873,16,17
2014,7,1,2121,-4,2323,-3,AS,N524AS,356,SEA,OAK,106,671,21,21
2014,9,17,920,0,1644,-26,AS,N459AS,746,SEA,ATL,241,2182,9,20
2014,6,19,1528,13,1741,0,AS,N779AS,101,SEA,ANC,177,1448,15,28
2014,4,20,1438,28,1818,18,WN,N264LV,121,SEA,ABQ,144,1180,14,38
2014,8,30,716,-4,939,-7,AS,N793AS,530,SEA,ONT,125,956,7,16
2014,6,29,616,1,928,-14,F9,N201FR,796,PDX,DEN,116,991,6,16
2014,9,8,1814,4,9,15,AS,N518AS,26,SEA,ORD,204,1721,18,14
2014,4,23,1643,-12,1920,-9,AS,N611AS,514,SEA,SNA,135,978,16,43
2014,7,13,1307,-8,1452,-11,AS,N615AS,388,PDX,SFO,86,550,13,7
2014,5,20,1759,-6,20,26,AS,N302AS,26,SEA,ORD,207,1721,17,59
2014,6,7,1701,1,1921,1,WN,N363SW,3113,SEA,LAS,113,867,17,1
2014,10,11,1634,24,1801,6,WN,N787SA,1300,PDX,SJC,77,569,16,34
2014,4,27,2024,9,2145,8,AS,N794AS,79,SEA,JNU,127,909,20,24
2014,9,15,2251,-9,113,-18,AS,N303AS,119,SEA,ANC,185,1448,22,51
2014,9,10,1103,-2,1852,-28,B6,N706JB,598,SEA,BOS,270,2496,11,3
2014,3,11,2131,-9,555,11,B6,N599JB,264,SEA,JFK,280,2422,21,31
2014,2,15,836,-4,1255,10,HA,N391HA,21,SEA,HNL,361,2677,8,36
2014,11,13,702,2,1455,-18,UA,N68453,1548,PDX,EWR,273,2434,7,2
2014,3,14,1737,-11,2124,27,DL,N590NW,2237,SEA,HNL,373,2677,17,37
2014,11,17,1306,-4,1555,-7,DL,N666DN,2157,SEA,SLC,90,689,13,6
2014,3,27,613,-2,811,-14,VX,N524VA,751,SEA,SFO,97,679,6,13
2014,7,29,619,-6,834,-11,OO,N223AG,3460,PDX,ONT,119,838,6,19
2014,4,28,1321,21,1504,29,WN,N601WN,980,PDX,OAK,83,543,13,21
2014,1,9,2148,78,2318,68,WN,N317WN,764,PDX,SJC,78,569,21,48
2014,1,7,1458,96,2243,104,DL,N802DN,2368,SEA,ATL,245,2182,14,58
2014,3,3,819,-1,1354,-36,AA,N3BRAA,1236,SEA,ORD,196,1721,8,19
2014,6,20,1044,0,1417,-3,UA,N77258,1707,SEA,DEN,128,1024,10,44
2014,2,16,624,-2,1422,0,UA,N565UA,237,SEA,EWR,257,2402,6,24
2014,2,17,904,-1,1112,-13,WN,N761RR,1991,SEA,LAS,112,867,9,4
2014,7,2,638,-2,930,12,AS,N459AS,466,SEA,LAX,134,954,6,38
2014,6,5,1128,-2,1647,7,DL,N594NW,588,SEA,MSP,182,1399,11,28
2014,3,15,1525,-5,1611,1,OO,N583SW,5331,PDX,RDM,28,116,15,25
2014,11,24,2030,-10,2201,-21,AS,N592AS,404,PDX,SJC,78,569,20,30
2014,1,29,715,-5,1140,5,AS,N568AS,855,PDX,KOA,367,2607,7,15
2014,6,14,1943,8,2115,-5,WN,N210WN,2614,SEA,SMF,78,605,19,43
2014,10,20,1502,91,1701,102,UA,N426UA,367,PDX,SFO,98,550,15,2
2014,7,26,1129,-6,1706,-14,AA,N437AA,1505,PDX,DFW,191,1616,11,29
2014,8,21,1901,-4,14,2,DL,N801DZ,2485,SEA,MSP,162,1399,19,1
2014,9,25,1527,-8,2332,-17,UA,N477UA,597,SEA,EWR,283,2402,15,27
2014,6,15,1103,23,1432,12,WN,N412WN,536,SEA,DEN,126,1024,11,3
2014,9,21,2327,-8,809,-7,AA,N3AGAA,1070,SEA,MIA,319,2724,23,27
2014,12,8,1629,-2,1917,-7,DL,N6705Y,2642,SEA,SLC,89,689,16,29
2014,4,1,1134,2,1430,12,US,N631AW,614,SEA,PHX,151,1107,11,34
2014,11,17,1852,-3,2034,-21,AS,N797AS,386,PDX,SFO,82,550,18,52
2014,6,8,1521,-2,1605,-2,OO,N234SW,5331,PDX,RDM,29,116,15,21
2014,2,20,654,-6,1452,-15,DL,N624AG,418,SEA,JFK,269,2422,6,54
2014,5,30,1001,-14,1236,-14,VX,N521VA,784,SEA,LAX,134,954,10,1
2014,11,5,1150,-5,1412,-25,DL,N3740C,1807,SEA,ANC,185,1448,11,50
2014,2,25,1759,-6,1936,-9,VX,N521VA,948,PDX,SFO,85,550,17,59
2014,4,14,1842,27,2045,30,WN,N259WN,661,SEA,OAK,101,671,18,42
2014,10,4,1041,-4,1308,-12,VX,N839VA,784,SEA,LAX,125,954,10,41
2014,6,18,1032,2,1128,3,AS,N756AS,179,SEA,KTN,98,680,10,32
2014,6,18,1001,-3,1318,-15,F9,N951FR,788,PDX,DEN,124,991,10,1
2014,2,18,1509,-1,1839,-1,US,N571UW,494,PDX,PHX,132,1009,15,9
2014,8,27,942,-8,1233,-6,OO,N216AG,3492,PDX,SLC,88,630,9,42
2014,6,2,752,-3,935,15,AS,N764AS,61,SEA,JNU,124,909,7,52
2014,12,24,1521,-4,1735,-9,AS,N461AS,538,SEA,ONT,119,956,15,21
2014,4,7,2048,-2,2308,-4,AS,N532AS,598,PDX,SAN,128,933,20,48
2014,1,22,1032,2,1347,-3,WN,N550WN,48,PDX,DEN,118,991,10,32
2014,11,27,1339,-1,1536,-4,OO,N215AG,3474,SEA,FAT,98,748,13,39
2014,9,15,859,-1,1155,20,AS,N523AS,536,SEA,LAX,134,954,8,59
2014,11,27,1841,-4,2209,-16,AS,N468AS,630,SEA,PHX,132,1107,18,41
2014,12,27,1842,47,2041,37,AS,N797AS,302,SEA,SFO,96,679,18,42
2014,8,21,1514,14,1643,3,WN,N746SW,2967,PDX,OAK,76,543,15,14
2014,7,31,858,-2,1137,-7,AS,N548AS,502,SEA,SNA,140,978,8,58
2014,3,24,954,4,1749,-21,AS,N558AS,12,SEA,BOS,276,2496,9,54
2014,10,13,1544,229,2148,248,AA,N4XYAA,1505,PDX,DFW,198,1616,15,44
2014,3,4,1453,-12,1707,-23,AS,N625AS,528,SEA,BUR,116,937,14,53
2014,12,15,849,-1,1453,8,AA,N3ASAA,42,SEA,ORD,213,1721,8,49
2014,1,11,1205,2,1815,0,UA,N474UA,674,SEA,IAH,218,1874,12,5
2014,12,21,1627,12,1835,11,UA,N432UA,587,SEA,SFO,106,679,16,27
2014,7,9,1344,-6,2126,-33,AS,N524AS,2,SEA,DCA,256,2329,13,44
2014,12,30,1508,93,1747,72,AS,N467AS,123,SEA,FAI,205,1533,15,8
2014,9,20,1320,5,1627,15,AS,N468AS,726,SEA,SLC,99,689,13,20
2014,4,15,924,-6,1157,-6,AS,N788AS,640,PDX,PHX,130,1009,9,24
2014,5,9,1646,31,1925,25,WN,N438WN,3484,PDX,SLC,82,630,16,46
2014,3,6,1209,14,1451,17,OO,N923SW,6371,SEA,LAX,133,954,12,9
2014,7,26,1636,0,1925,0,DL,N321US,1457,SEA,SLC,90,689,16,36
2014,10,14,643,-2,838,8,WN,N7701B,427,SEA,SMF,95,605,6,43
2014,11,3,1431,-9,1536,-4,OO,N161PQ,4827,SEA,GEG,43,224,14,31
2014,10,23,1103,1,1202,7,OO,N814SK,4604,SEA,PDX,34,129,11,3
2014,10,28,1320,-10,1553,-12,AS,N794AS,97,SEA,ANC,189,1448,13,20
2014,12,9,1415,8,1638,17,B6,N661JB,1521,PDX,LGB,124,846,14,15
2014,10,8,1017,-3,1304,0,DL,N6703D,2189,PDX,SLC,84,630,10,17
2014,5,12,2011,-6,2048,-8,OO,N585SW,5403,PDX,EUG,25,106,20,11
2014,2,27,1340,65,1551,54,AS,N433AS,610,SEA,LAS,114,867,13,40
2014,12,20,1408,133,1957,142,AA,N4XFAA,1453,PDX,DFW,191,1616,14,8
2014,9,22,1829,-11,2158,-17,OO,N225AG,3498,SEA,COS,125,1068,18,29
2014,6,2,1935,0,2229,9,WN,N614SW,4841,SEA,PHX,156,1107,19,35
2014,2,6,1403,-2,1622,-13,AS,N756AS,532,SEA,ONT,126,956,14,3
2014,12,8,2158,-7,628,8,AS,N520AS,24,SEA,BOS,307,2496,21,58
2014,5,6,2013,-7,2202,-14,AS,N597AS,226,SEA,SJC,96,697,20,13
2014,8,18,1005,-3,1240,-13,DL,N315US,2626,SEA,SAN,140,1050,10,5
2014,12,21,638,-2,841,-31,AS,N440AS,560,SEA,PSP,110,987,6,38
2014,6,11,804,-1,943,-7,WN,N431WN,1520,PDX,OAK,85,543,8,4
2014,11,16,727,-5,1344,-3,UA,N497UA,439,SEA,IAH,230,1874,7,27
2014,1,3,22,26,607,5,UA,N27733,1672,SEA,IAH,203,1874,0,22
2014,12,4,2313,8,641,2,DL,N810DN,1473,SEA,ATL,250,2182,23,13
2014,3,24,1138,93,1850,73,DL,N854NW,128,SEA,ATL,228,2182,11,38
2014,4,8,644,-1,919,-1,WN,N604SW,1927,PDX,PHX,135,1009,6,44
2014,11,28,1024,-5,1332,-24,UA,N446UA,550,PDX,DEN,112,991,10,24
2014,12,28,1507,2,1718,-12,WN,N733SA,2963,SEA,LAS,101,867,15,7
2014,7,5,1350,0,1552,-3,WN,N458WN,4794,SEA,SJC,101,697,13,50
2014,11,17,757,-3,1008,2,AS,N423AS,626,PDX,LAS,93,763,7,57
2014,6,18,1317,20,1514,4,UA,N16713,1100,SEA,SFO,96,679,13,17
2014,4,12,1149,-1,1258,15,AS,N527AS,684,SEA,GEG,38,224,11,49
2014,1,12,1529,-6,1609,-7,OO,N297SW,5331,PDX,RDM,29,116,15,29
2014,7,30,1531,131,2117,127,AA,N3HGAA,2269,SEA,DFW,197,1660,15,31
2014,12,28,1034,-6,1415,-25,AS,N612AS,794,SEA,ABQ,135,1180,10,34
2014,2,16,1143,-2,1713,-21,AS,N537AS,656,SEA,AUS,197,1770,11,43
2014,9,3,1415,0,2156,1,DL,N819DN,1223,SEA,ATL,254,2182,14,15
2014,7,10,1054,-1,1923,12,DL,N706TW,1473,SEA,JFK,285,2422,10,54
2014,8,18,1347,-3,1627,0,B6,N715JB,407,SEA,LGB,134,965,13,47
2014,7,3,2231,-4,109,7,AS,N433AS,147,SEA,ANC,181,1448,22,31
2014,3,19,1050,5,1324,-1,WN,N387SW,3246,PDX,SLC,78,630,10,50
2014,12,8,855,0,1125,5,WN,N626SW,4660,SEA,LAS,122,867,8,55
2014,7,22,1017,17,1524,7,AS,N319AS,756,SEA,MCI,171,1489,10,17
2014,1,12,1317,-4,1419,5,OO,N291SW,5423,PDX,SEA,45,129,13,17
2014,1,11,2020,25,2317,31,AS,N644AS,129,SEA,FAI,221,1533,20,20
2014,5,19,1112,-3,1351,2,AS,N402AS,488,SEA,SAN,143,1050,11,12
2014,10,2,1852,-3,2125,-3,AS,N622AS,464,SEA,LAX,128,954,18,52
2014,1,31,1112,77,1347,75,AS,N760AS,238,SEA,SAN,132,1050,11,12
2014,10,27,849,-11,1030,-14,AS,N532AS,360,SEA,SMF,78,605,8,49
2014,3,21,1829,-6,2112,-10,AS,N615AS,464,SEA,LAX,125,954,18,29
2014,8,6,2049,-1,2302,-11,AS,N408AS,566,PDX,LAX,114,834,20,49
2014,7,12,2152,222,37,207,OO,N225AG,3458,SEA,SLC,88,689,21,52
2014,2,22,802,-3,1539,-15,UA,N436UA,250,PDX,IAD,260,2327,8,2
2014,2,3,1305,-5,1546,-19,DL,N3773D,2157,SEA,SLC,87,689,13,5
2014,4,25,949,-11,1223,-37,HA,N385HA,29,SEA,OGG,315,2640,9,49
2014,12,10,854,-4,1456,3,UA,N464UA,618,SEA,ORD,214,1721,8,54
2014,7,26,724,-1,1028,23,AS,N788AS,240,SEA,SAN,151,1050,7,24
2014,10,19,2327,-3,506,-12,UA,N37409,1538,PDX,ORD,202,1739,23,27
2014,9,6,1602,17,1805,10,WN,N626SW,4464,PDX,LAS,108,763,16,2
2014,7,3,701,-4,933,-12,VX,N640VA,1780,SEA,LAX,129,954,7,1
2014,3,19,555,-5,830,-13,AS,N453AS,632,SEA,PHX,134,1107,5,55
2014,6,17,1124,4,1407,2,AS,N457AS,656,SEA,PHX,143,1107,11,24
2014,4,1,2125,-4,518,-21,B6,N625JB,264,SEA,JFK,277,2422,21,25
2014,1,16,1000,0,1213,13,AS,N549AS,346,SEA,OAK,99,672,10,0
2014,7,26,1024,-1,1253,4,AS,N568AS,586,SEA,LAS,122,867,10,24
2014,12,3,1925,0,2304,4,OO,N219AG,3498,SEA,COS,138,1068,19,25
2014,8,29,2352,2,516,-17,AS,N435AS,660,SEA,DFW,189,1660,23,52
2014,6,13,1521,6,1852,-3,WN,N207WN,747,PDX,ABQ,137,1111,15,21
2014,4,12,829,-1,1133,-2,AS,N517AS,861,SEA,OGG,343,2640,8,29
2014,10,15,1135,9,1631,-5,DL,N312US,1073,PDX,MSP,162,1426,11,35
2014,8,31,1815,-5,2048,-16,AS,N315AS,630,SEA,PHX,130,1107,18,15
2014,7,8,1741,-8,2357,-2,UA,N804UA,345,SEA,IAH,225,1874,17,41
2014,8,5,613,-2,848,-7,AS,N527AS,454,SEA,LAX,129,954,6,13
2014,11,20,907,-3,1025,-10,WN,N246LV,2070,PDX,SMF,68,479,9,7
2014,1,31,1156,36,1520,25,WN,N957WN,4738,SEA,DEN,128,1024,11,56
2014,9,15,604,-1,1154,-6,AA,N3EBAA,2218,SEA,ORD,204,1721,6,4
2014,7,28,2207,-3,525,-36,US,N581UW,624,SEA,CLT,242,2279,22,7
2014,10,2,601,1,810,-15,WN,N920WN,822,SEA,LAS,112,867,6,1
2014,6,10,1031,46,1640,60,WN,N947WN,4775,SEA,MDW,218,1733,10,31
2014,4,22,1111,-4,1355,-1,AS,N419AS,488,SEA,SAN,140,1050,11,11
2014,1,7,1148,-8,1225,-12,OO,N584SW,5325,PDX,RDM,27,116,11,48
2014,6,12,838,-7,937,-3,OO,N291SW,5411,SEA,PDX,34,129,8,38
2014,10,20,2134,-6,2238,0,AS,N788AS,694,SEA,GEG,41,224,21,34
2014,7,6,1907,-8,2110,-7,OO,N614SK,4631,SEA,SJC,110,697,19,7
2014,11,19,2347,-3,214,-31,AS,N619AS,121,SEA,ANC,182,1448,23,47
2014,2,6,649,-2,1426,-22,UA,N578UA,469,SEA,EWR,262,2402,6,49
2014,10,1,2159,27,602,29,UA,N53442,1695,SEA,EWR,281,2402,21,59
2014,10,30,1314,9,1905,17,AS,N323AS,664,SEA,DFW,199,1660,13,14
2014,8,20,130,210,400,211,DL,N3763D,1531,SEA,ANC,187,1448,1,30
2014,4,22,752,-13,1334,-11,AA,N4WNAA,1220,PDX,DFW,207,1616,7,52
2014,4,8,1602,-7,1654,-6,OO,N223SW,5404,PDX,SEA,35,129,16,2
2014,5,12,1313,18,1900,6,AS,N319AS,664,SEA,DFW,204,1660,13,13
2014,9,9,829,-6,1621,-17,AS,N562AS,32,SEA,PHL,264,2378,8,29
2014,7,27,1454,-6,1821,28,AS,N626AS,650,SEA,PHX,182,1107,14,54
2014,11,29,554,4,910,-15,WN,N236WN,253,SEA,DEN,121,1024,5,54
2014,5,30,1539,4,1752,-1,AS,N519AS,596,SEA,LAS,122,867,15,39
2014,1,3,1731,-5,1836,7,OO,N290SW,5417,PDX,SEA,45,129,17,31
2014,6,10,1127,22,1736,46,WN,N767SW,289,SEA,STL,230,1709,11,27
2014,11,24,1731,1,2207,17,AS,N557AS,875,SEA,KOA,378,2688,17,31
2014,7,24,2053,63,2240,65,WN,N483WN,296,SEA,SMF,90,605,20,53
2014,8,24,1736,21,2054,9,WN,N711HK,3105,PDX,DEN,124,991,17,36
2014,11,10,804,9,959,-6,WN,N751SW,832,SEA,OAK,101,671,8,4
2014,5,16,2047,-8,2313,-5,AS,N584AS,534,SEA,ONT,122,956,20,47
2014,6,25,1816,11,2059,9,WN,N7701B,4628,PDX,SLC,93,630,18,16
2014,8,14,2238,133,44,127,OO,N702BR,3464,PDX,ONT,114,838,22,38
2014,5,9,754,-6,1547,-13,UA,N484UA,250,PDX,IAD,275,2327,7,54
2014,8,6,710,0,916,-8,AS,N318AS,222,SEA,SFO,104,679,7,10
2014,7,31,1212,2,1454,8,OO,N217AG,3486,SEA,LGB,144,965,12,12
2014,3,6,2241,-4,2337,-15,OO,N234SW,5437,PDX,LMT,49,241,22,41
2014,12,19,1110,20,1424,9,WN,N928WN,1527,PDX,DEN,120,991,11,10
2014,4,29,1805,55,2106,49,DL,N582NW,2237,SEA,HNL,347,2677,18,5
2014,6,18,1546,66,2144,59,WN,N8321D,2507,SEA,MDW,218,1733,15,46
2014,9,19,627,-3,913,-7,WN,N777QC,2344,SEA,PHX,141,1107,6,27
2014,3,26,652,2,829,-6,WN,N397SW,228,SEA,SMF,83,605,6,52
2014,7,9,1928,58,2121,66,WN,N369SW,1370,PDX,OAK,88,543,19,28
2014,12,16,1442,22,1715,28,AS,N431AS,472,SEA,LAX,133,954,14,42
2014,5,19,1341,-4,1628,1,AS,N433AS,123,SEA,FAI,209,1533,13,41
2014,6,28,1031,-4,1237,-7,AS,N613AS,318,SEA,SFO,102,679,10,31
2014,2,21,2135,-5,2307,-14,AS,N557AS,372,SEA,SMF,77,605,21,35
2014,4,16,1019,13,1226,-3,OO,N161PQ,4804,SEA,LAS,110,867,10,19
2014,10,27,1452,2,1716,-20,US,N654AW,500,SEA,PHX,124,1107,14,52
2014,4,6,1152,-8,1752,-8,AA,N3DTAA,1628,SEA,ORD,205,1721,11,52
2014,10,3,724,-6,927,-13,WN,N638SW,831,SEA,SJC,110,697,7,24
2014,9,23,1256,-4,1440,-5,WN,N658SW,775,PDX,SJC,92,569,12,56
2014,9,5,825,-6,1639,4,US,N604AW,669,PDX,PHL,285,2406,8,25
2014,10,24,2051,-4,2322,12,AS,N512AS,614,SEA,LAS,130,867,20,51
2014,9,26,751,-4,1024,6,AS,N585AS,522,SEA,BUR,132,937,7,51
2014,6,21,1159,79,1952,67,WN,N7726A,4555,PDX,BWI,278,2358,11,59
2014,11,12,1222,62,1544,39,WN,N8305E,2950,SEA,PHX,126,1107,12,22
2014,8,14,1141,-9,1404,-31,AS,N534AS,809,PDX,OGG,308,2562,11,41
2014,8,9,831,-9,1110,-19,AS,N583AS,863,PDX,OGG,315,2562,8,31
2014,7,15,1741,-4,2000,-7,AS,N590AS,562,PDX,LAX,120,834,17,41
2014,12,30,1811,-4,4,5,AS,N317AS,26,SEA,ORD,211,1721,18,11
2014,4,6,855,-5,1014,-11,WN,N232WN,1647,PDX,SMF,64,479,8,55
2014,7,6,2225,0,53,-15,AS,N306AS,143,PDX,ANC,193,1542,22,25
2014,9,20,1153,23,1543,33,WN,N626SW,4294,SEA,DEN,138,1024,11,53
2014,4,12,555,-5,848,11,AS,N769AS,81,SEA,ANC,214,1448,5,55
2014,7,31,1332,0,1843,-4,DL,N926DH,2164,PDX,MSP,174,1426,13,32
2014,6,20,1823,-1,2106,-3,DL,N331NW,952,PDX,SLC,84,630,18,23
2014,6,9,1157,17,1331,6,WN,N435WN,168,PDX,SJC,82,569,11,57
2014,2,6,1308,-2,1602,-3,DL,N3758Y,2157,SEA,SLC,87,689,13,8
2014,7,16,1153,3,1742,13,AS,N306AS,748,SEA,STL,209,1709,11,53
2014,8,26,40,-5,542,-12,DL,N129DL,2440,SEA,MSP,164,1399,0,40
2014,8,17,2251,11,626,9,DL,N612DL,503,PDX,ATL,257,2172,22,51
2014,10,23,626,-4,1402,-7,DL,N806DN,1887,SEA,ATL,245,2182,6,26
2014,5,19,1057,-3,1847,-21,US,N122US,2092,SEA,CLT,260,2279,10,57
2014,1,26,2343,-7,234,-14,AS,N799AS,121,SEA,ANC,199,1448,23,43
2014,10,18,2250,0,659,0,B6,N658JB,498,SEA,BOS,287,2496,22,50
2014,1,7,1114,-6,1509,-26,AS,N534AS,809,PDX,OGG,336,2562,11,14
2014,10,4,1129,-9,1803,3,UA,N73406,1094,SEA,IAH,216,1874,11,29
2014,6,26,654,-6,1514,-11,AA,N3KKAA,236,SEA,JFK,291,2422,6,54
2014,4,7,2352,-7,530,-35,UA,N69810,1220,SEA,IAH,202,1874,23,52
2014,5,21,2007,-8,2150,-22,OO,N219AG,3490,SEA,FAT,88,748,20,7
2014,3,26,1134,-4,1348,-15,OO,N161PQ,4698,PDX,LAX,112,834,11,34
2014,2,12,731,16,919,19,WN,N754SW,380,PDX,SJC,91,569,7,31
2014,3,3,1833,-2,2037,-8,AS,N755AS,302,SEA,SFO,105,679,18,33
2014,12,22,1146,-7,1859,-23,DL,N803DN,2518,PDX,ATL,229,2172,11,46
2014,4,7,1714,-6,1917,-7,AS,N755AS,378,SEA,SFO,106,679,17,14
2014,11,25,1112,2,1249,-2,AS,N560AS,75,SEA,JNU,138,909,11,12
2014,1,1,1851,21,2029,19,WN,N380SW,348,PDX,SJC,87,569,18,51
2014,6,30,1715,52,1933,56,UA,N489UA,842,SEA,SFO,99,679,17,15
2014,6,6,1003,-7,1224,-6,AS,N594AS,580,PDX,SNA,121,859,10,3
2014,9,13,954,-1,1152,-13,AS,N627AS,318,SEA,SFO,101,679,9,54
2014,12,27,1055,-5,1637,-8,AA,N3AEAA,1146,SEA,DFW,199,1660,10,55
2014,6,20,2137,34,2319,20,OO,N719SK,5210,PDX,SFO,84,550,21,37
2014,8,14,921,11,1734,9,AS,N464AS,8,SEA,EWR,288,2402,9,21
2014,8,22,1638,3,1857,-13,AS,N307AS,448,SEA,LAX,120,954,16,38
2014,10,22,659,-6,922,-18,VX,N623VA,1780,SEA,LAX,125,954,6,59
2014,5,22,1454,-6,2014,-1,DL,N945DN,2430,PDX,MSP,174,1426,14,54
2014,1,30,2220,-5,51,-34,AS,N590AS,145,PDX,ANC,193,1542,22,20
2014,10,27,715,-5,940,-6,AS,N793AS,530,SEA,ONT,122,956,7,15
2014,11,19,1627,-3,1842,2,AS,N402AS,588,PDX,PSP,119,873,16,27
2014,9,29,1930,60,2108,53,WN,N387SW,767,PDX,OAK,81,543,19,30
2014,8,6,1042,-3,1629,-11,WN,N933WN,4235,PDX,MDW,210,1751,10,42
2014,12,9,1234,-1,1603,-7,WN,N408WN,2895,PDX,ABQ,138,1111,12,34
2014,6,9,1517,2,1719,2,AS,N706AS,376,SEA,SFO,101,679,15,17
2014,12,27,1934,-1,2249,-16,AS,N302AS,640,PDX,PHX,117,1009,19,34
2014,8,12,1327,-3,1546,-18,DL,N378NW,1365,SEA,LAS,119,867,13,27
2014,3,5,1512,6,1827,-8,UA,N37409,1160,SEA,DEN,119,1024,15,12
2014,2,21,1148,-9,1733,-36,UA,N435UA,239,SEA,IAH,206,1874,11,48
2014,8,22,2111,-4,2346,2,AS,N320AS,113,SEA,ANC,194,1448,21,11
2014,12,12,635,0,1241,11,WN,N8605E,470,PDX,MDW,228,1751,6,35
2014,6,30,1617,7,1815,0,WN,N376SW,173,SEA,OAK,104,671,16,17
2014,7,1,1119,-6,1356,10,AS,N546AS,638,SEA,LAS,121,867,11,19
2014,4,30,1303,3,1758,NA,AS,N755AS,552,SEA,PSP,NA,987,13,3
2014,8,7,1152,10,2008,2,UA,N435UA,606,SEA,EWR,281,2402,11,52
2014,6,28,1653,-7,1848,-17,VX,N854VA,755,SEA,SFO,99,679,16,53
2014,8,12,1509,-2,1833,-10,UA,N16713,1414,PDX,DEN,123,991,15,9
2014,6,15,721,6,920,2,AS,N559AS,338,SEA,SJC,94,697,7,21
2014,4,4,709,-1,1007,0,DL,N337NW,2397,SEA,SLC,88,689,7,9
2014,8,7,1236,-4,2050,-10,B6,N639JB,464,SEA,JFK,286,2422,12,36
2014,7,31,2112,9,503,-3,B6,N556JB,1206,PDX,JFK,276,2454,21,12
2014,2,14,1149,34,1704,-1,AA,N3EEAA,1311,SEA,DFW,176,1660,11,49
2014,9,30,829,-1,1021,-11,AS,N568AS,626,PDX,LAS,100,763,8,29
2014,8,15,1354,-6,1634,-4,AS,N528AS,512,SEA,SNA,133,978,13,54
2014,9,28,610,-5,1211,-1,UA,N843UA,228,SEA,ORD,217,1721,6,10
2014,7,24,645,-5,851,-4,OO,N805SK,4740,SEA,SJC,106,697,6,45
2014,9,12,1312,-3,1451,-10,UA,N844UA,367,PDX,SFO,85,550,13,12
2014,8,17,923,-4,1635,-5,DL,N697DL,1350,SEA,DTW,234,1927,9,23
2014,4,14,1603,-2,1820,-14,AS,N549AS,115,SEA,ANC,182,1448,16,3
2014,1,2,841,6,1404,4,WN,N766SW,41,SEA,MCI,180,1489,8,41
2014,1,1,NA,NA,NA,NA,OO,N295SW,5403,PDX,EUG,NA,106,NA,NA
2014,10,28,1324,69,1547,54,DL,N3760C,2485,SEA,ANC,181,1448,13,24
2014,11,9,1825,0,2052,-13,WN,N7747C,148,SEA,SAN,133,1050,18,25
2014,7,14,1324,4,1449,4,WN,N659SW,1487,PDX,SMF,70,479,13,24
2014,3,19,1950,-2,2029,-1,OO,N563SW,5403,PDX,EUG,26,106,19,50
2014,4,4,1442,2,1757,-13,WN,N218WN,220,PDX,DEN,123,991,14,42
2014,10,29,905,-5,1657,-26,AS,N413AS,8,SEA,EWR,268,2402,9,5
2014,11,22,1310,0,1611,10,DL,N688DL,2157,SEA,SLC,93,689,13,10
2014,4,30,2052,117,2302,103,OO,N554CA,4610,SEA,LAS,117,867,20,52
2014,3,18,1440,-5,1625,-25,VX,N527VA,755,SEA,SFO,91,679,14,40
2014,12,2,1323,-2,1645,-10,AS,N525AS,682,SEA,DEN,120,1024,13,23
2014,5,2,1406,0,1945,-20,UA,N439UA,998,SEA,ORD,192,1721,14,6
